(31.8423,33.3021,32.3712,30.4253,31.1032,27.9209,28.0685,31.6294,30.8263,31.6236,31.6596,28.9334,28.4097,30.999,32.7143,31.1408,34.8166,31.4493,38.534,36.0718,39.5278,37.4857,38.5054,36.7237,41.7028,38.9689,34.8491,32.8099,41.126,33.7559,36.3514,33.0182,32.937,38.9925,38.0194,39.337,44.1277,37.2854,39.6778,34.8823,39.1971,38.6173,42.2168,38.776,45.8156,35.7799,38.4099,44.949,39.094,46.217,45.3056,40.7793,43.6028,42.1233,38.6905,42.7685,39.8767,45.9186,41.1792,44.3473)
(33.786,29.4283,27.3768,37.3424,26.0134,36.2028,31.0243,37.7853,35.7543,36.953,32.4006,37.2576,37.5364,40.4136,33.8632,33.2537,43.2327,40.0221,34.1173,38.4532,42.5647,37.4766,37.2659,43.0438,39.4282,43.5632,45.8074,49.2652,40.0135,43.1008,40.9674,47.6898,47.2499,49.2136,43.9907,51.4391,49.9115,53.2786,45.1929,45.8125,48.8848,55.9336,50.8227,53.7613,48.7672,57.6819,58.6001,54.3536,57.2922,50.0882,55.5525,50.9293,56.8585,54.5623,53.5783,62.1838,62.8526,57.1975,63.8281,56.1269)
(28.1121,36.3293,29.4486,36.2299,36.3084,27.1836,33.3193,30.7454,27.2486,35.6898,28.3023,34.4149,36.1121,32.1317,38.5204,31.5615,30.0991,35.5261,34.4978,33.9079,41.7105,40.1728,40.6953,36.2342,32.534,40.753,43.6766,40.6874,32.3973,37.5158,44.2263,34.2962,33.8502,41.4931,37.198,38.8984,42.4324,45.5173,45.8172,45.8344,39.4513,41.1374,42.3521,38.8468,41.1352,47.2166,38.3026,49.9033,46.9802,49.8109,43.6625,42.2603,49.1265,47.7338,46.039,46.8042,52.0079,43.246,46.1068,45.1586)
(33.8521,29.3957,31.5708,31.1028,25.3776,31.4809,36.1373,32.8189,37.5624,31.6066,35.3645,34.9452,38.5599,36.8803,38.5829,31.8456,32.358,31.984,35.6291,35.851,30.4303,35.6409,33.5137,34.9342,35.8212,35.5492,36.5261,35.8597,35.5282,42.8287,40.8326,39.7685,39.1554,43.7347,36.4371,43.822,39.3814,41.5543,39.4323,36.2012,40.5088,38.638,39.1037,41.9803,42.6664,43.1847,39.2537,42.7773,43.7083,46.995,42.2052,44.2995,42.6413,46.78,46.5499,42.4782,46.4594,43.2089,51.5067,41.9907)
(24.3698,27.8755,30.794,36.7516,30.1614,34.2076,30.7986,37.802,33.6575,37.9637,34.2014,31.489,33.0737,29.0628,39.3386,40.3215,34.6842,38.0191,41.299,41.7387,31.535,38.8591,35.8947,35.9258,42.1618,33.023,34.1796,33.8405,39.7122,40.8846,41.2693,44.0432,41.0983,46.3791,43.4581,46.6678,42.1843,42.5297,41.6119,45.1653,44.5637,42.871,42.4655,39.7585,40.43,50.1219,45.8121,49.3347,44.6657,51.6751,47.5062,49.7913,52.6863,45.2849,48.1314,51.8167,49.2607,44.194,51.1619,53.7576)
(30.2515,28.6556,36.289,26.3907,35.7298,35.9366,36.1815,27.9742,28.5137,33.1142,29.3176,32.0442,32.9692,28.5075,29.2677,32.7244,28.3996,36.7392,32.2871,35.1907,35.4984,37.4741,40.326,36.2792,37.6541,32.5134,41.6646,35.9484,38.3093,43.6869,36.7905,33.3523,44.1691,44.3983,34.6876,39.4783,34.8033,40.2907,34.9513,36.0383,45.3628,39.1979,41.2338,44.9372,37.8962,41.6066,37.2036,45.4698,36.9451,44.4959,42.7153,47.9713,48.4778,45.3876,49.0176,49.043,45.3036,39.4619,46.9561,44.7084)
(28.4257,26.9938,26.9668,30.847,35.515,34.0646,33.1163,27.1808,37.2714,36.2559,29.6748,36.6051,35.1412,39.0806,36.7262,39.4162,32.78,35.5054,33.4954,37.0514,34.0591,31.4759,39.7085,32.1267,32.2649,37.7158,33.4,41.8694,43.5012,37.201,37.9621,37.0262,38.7755,39.9923,43.3845,41.2662,44.3841,42.2948,46.3428,42.4979,36.4419,37.5313,42.5587,47.3838,43.5715,40.6887,39.4836,38.767,47.4946,45.1023,43.0655,46.9664,47.4131,41.3982,50.551,46.5232,46.3846,41.8187,51.2098,45.7781)
(29.7404,25.5891,27.592,26.8033,26.792,37.2971,31.5954,35.2787,35.9409,31.3922,34.2783,36.0939,35.631,40.2588,41.3602,34.3746,33.8735,35.8735,34.5659,37.0087,39.5055,41.5999,40.8516,38.9976,38.4571,36.4361,42.1236,43.1119,38.5681,38.6533,44.7001,45.5389,47.9692,39.8013,44.165,46.5594,38.5372,43.6417,48.4366,43.0117,48.2249,49.4614,51.1301,49.5438,52.6234,41.7961,45.8359,45.2485,48.3497,54.633,45.5936,49.1116,50.8138,47.2456,53.7837,52.4052,51.8714,56.8128,46.9879,47.5532)
(28.1599,24.2887,25.8051,34.9801,25.1347,26.7568,27.3727,36.4123,36.1388,27.7068,32.488,29.0913,35.0191,37.6617,38.9191,33.9834,30.377,38.9289,33.2863,31.8917,35.2023,36.0958,33.6072,35.8679,31.6366,36.8904,39.9256,42.284,35.0377,35.9753,36.2941,32.4061,42.6208,32.1441,36.9628,33.879,43.0449,43.1852,43.2838,40.9377,40.6858,40.5853,36.5493,43.4101,42.3284,45.0991,41.7388,35.5322,44.2607,40.6304,38.4283,38.0402,39.6954,43.7154,42.6318,40.6647,48.4025,46.2154,39.5707,42.8827)
(33.7317,28.6552,25.6557,31.9649,28.9012,31.4115,33.6236,32.7951,37.216,36.4011,35.1056,37.7723,38.7843,32.8908,38.8768,36.7014,33.8543,32.9285,36.6025,37.3403,32.8377,42.6065,36.4027,38.4143,36.4863,38.8038,43.8872,39.8808,36.6834,40.5205,36.1627,38.1798,38.2165,45.0537,40.4969,44.4415,47.7718,38.4642,38.2428,49.3243,42.5451,43.1051,46.3689,44.6547,45.2055,50.6693,49.0697,49.6051,40.852,44.1984,47.5691,47.0216,43.1834,53.764,44.9842,54.3964,45.5357,52.1732,53.873,54.6019)
