(31.3987,24.9653,28.7758,28.0515,29.2066,27.7721,37.1089,28.8364,30.3375,32.244,37.5035,26.5441,36.0212,28.4489,36.3764,29.9429,38.1711,28.0999,30.2058,32.966,38.7074,32.1641,38.023,39.0665,32.1428,36.4759,31.9306,30.5072,33.0331,35.117,30.748,37.887,31.35,35.4752,38.285,38.033,41.6004,32.7202,43.2126,40.1186,44.5204,41.8285,38.7962,40.0053,35.3026,38.6383,38.795,46.2453,37.346,40.4335,35.7605,38.2306,42.7972,45.1616,46.5,47.8927,39.6977,47.7654,46.5461,44.9522)
(27.6843,31.0146,27.164,35.1447,31.5214,30.8292,33.7203,33.9729,26.4776,27.1004,30.5321,34.7907,25.3767,28.8153,34.7823,28.1004,32.8382,27.5492,25.3558,29.8946,28.6226,30.8883,24.5776,24.4656,32.4101,32.0432,34.4437,30.8575,26.2749,33.3505,27.7838,39.3342,45.2732,41.5103,43.0416,36.691,39.7837,39.7892,37.4628,40.9294,42.3076,41.2335,46.4326,45.5817,44.1477,41.9304,45.3603,34.8615,42.4684,38.5245,37.7856,35.7814,41.8779,43.0237,36.5264,37.8367,44.1903,36.8088,46.7304,39.3408)
(27.5767,31.1718,31.0906,34.5627,34.7841,31.4854,27.6336,31.0741,30.7293,26.8812,32.0796,32.3212,35.8101,32.0131,31.6393,25.2757,32.7112,33.3784,28.5161,27.9906,31.6767,29.6526,28.7111,34.429,32.9609,31.5247,31.9856,28.039,35.7426,30.4407,30.8692,28.3479,32.2107,35.9034,32.6289,32.572,27.8062,34.2987,27.8676,49.5346,42.7466,45.4772,44.3734,49.5427,49.3499,43.6,51.2249,40.7658,42.1531,52.0449,45.515,46.425,49.7384,45.3068,49.3804,48.9302,44.5988,51.9282,48.8806,49.5185)
(33.0156,28.9296,27.6873,27.0193,26.4809,28.7603,34.7992,35.7198,25.4546,32.2195,25.0906,33.3446,35.0717,31.264,30.6867,25.8758,25.1237,26.9587,34.2983,29.2527,25.4964,27.4442,24.9522,30.0312,29.1018,33.8026,29.8674,29.6383,29.0772,32.243,31.1017,25.1982,29.6864,29.0882,30.5637,26.5709,32.8008,34.4138,35.3899,42.5437,39.6915,32.3669,36.2914,41.1027,35.4516,36.9561,40.0745,33.7183,32.2928,42.2995,36.0009,35.4758,42.3564,38.3207,41.4248,38.9508,32.2219,33.6563,34.5816,42.8606)
(25.2838,26.4629,27.4063,28.1448,30.3757,31.0671,34.9204,35.6537,32.6928,25.7542,34.0266,28.3148,25.6617,34.5535,29.964,29.1719,34.4474,29.9894,27.2796,35.6141,27.7824,24.6235,33.4658,28.0126,25.9187,31.4784,34.7963,25.6716,30.553,29.0908,30.4704,28.0137,44.2822,34.8087,34.6445,43.893,34.3621,37.3054,36.4861,35.2137,43.4721,43.6741,39.7401,45.259,42.2126,44.8922,44.2638,41.7701,38.9035,34.6868,42.8897,46.0001,36.7274,37.3388,35.7778,37.0021,45.6016,43.4765,44.045,38.6021)
(28.2667,25.665,29.556,34.0361,25.0818,30.0679,27.7827,29.1411,34.2418,31.4065,32.9418,24.1425,24.1234,33.9087,33.5304,31.9576,26.767,35.9126,33.9296,35.2399,28.6013,28.2917,24.5317,35.3937,29.462,29.4767,34.6134,33.8319,28.1231,28.0853,29.1807,24.0709,35.4892,35.1018,30.7069,31.1303,30.0885,32.3833,44.0156,33.7118,38.7893,41.029,35.6368,37.0153,43.5448,39.0064,40.8142,36.9646,43.0546,37.3476,34.2362,33.8502,40.7804,42.7601,34.7554,40.7066,35.5075,35.4627,33.6115,41.4484)
(33.0887,28.7008,27.2363,35.2744,30.7043,32.7332,35.1503,27.8569,27.6035,35.2035,32.1831,35.4855,32.5301,33.4607,33.7655,31.5464,24.1807,27.8466,31.0293,24.0591,28.2304,26.7725,25.2096,32.1908,32.8728,30.8571,28.6053,30.7326,24.527,29.5902,27.9575,31.3826,34.2858,41.0965,47.6143,45.6232,46.683,41.2698,48.9535,43.1966,39.7169,49.0876,39.6643,43.6373,39.3842,50.3402,49.5495,50.1635,40.9224,50.649,45.628,47.6209,41.0109,43.8811,40.4296,46.1138,40.7418,46.8637,49.5194,47.4821)
(30.979,27.428,35.4591,28.5326,24.0577,28.4918,25.6808,34.0317,29.361,24.1014,26.222,28.5847,25.8915,31.3558,33.2168,31.9026,32.4549,30.7646,24.4374,33.8958,26.8687,35.6504,29.3463,32.691,25.9455,28.1775,33.7236,27.4522,24.3026,30.1186,33.5988,32.5665,25.5078,28.9652,29.7922,29.3353,32.0763,27.4945,25.1174,39.9334,45.2015,43.5674,42.0291,35.9725,37.7583,40.2312,43.0426,41.1397,41.9377,40.3094,42.6809,37.7403,44.0826,38.3147,34.3333,36.6137,44.6793,36.0625,44.8497,34.7945)
(32.9495,26.6194,29.0166,31.0796,28.4496,33.9766,29.6251,32.6844,27.5635,30.3261,31.0429,34.1176,26.8147,32.283,31.0462,25.5353,27.0696,33.0009,32.8349,31.3036,27.8092,26.8746,32.5959,34.5003,26.5019,30.9753,28.8991,28.4459,33.9821,34.4048,31.7428,33.1889,26.489,29.3665,31.0069,29.1991,25.7693,31.0741,45.2719,42.0165,46.1412,46.5014,37.835,36.8556,35.2957,39.0332,43.8717,43.8064,35.4529,35.9115,36.4892,45.9047,35.465,46.1176,44.0719,38.6829,41.3159,43.8824,41.0427,40.5231)
(24.3055,30.4315,34.2447,30.2574,32.4303,35.6254,25.7781,35.6526,24.1072,24.997,32.0212,33.8969,25.9514,31.6356,30.0463,27.1977,32.5228,26.2022,34.2678,30.6727,33.9608,34.0772,35.2971,34.6795,34.2418,27.9454,34.8976,27.7993,31.8541,29.3838,31.5144,35.7378,24.9423,28.7599,33.4662,42.2122,37.8559,37.7406,39.5836,41.4495,44.1908,45.7276,45.8833,43.287,39.0071,41.1381,45.1749,48.8196,48.0286,46.2883,39.0475,46.2116,37.7182,38.013,41.1623,47.6694,46.5296,42.7436,46.2156,45.6798)
